-0.62068965517241381,2014-08-04,4
-0.62068965517241381,2014-08-04,19
-0.62068965517241381,2014-08-04,34
-0.62068965517241381,2014-08-04,51
-0.62068965517241381,2014-08-04,68
-0.62068965517241381,2014-08-04,84
-0.62068965517241381,2014-08-04,100
-0.62068965517241381,2014-08-04,115
12.0,2014-08-04,25
-0.62068965517241381,2014-08-04,11
-0.62068965517241381,2014-08-04,26
-0.62068965517241381,2014-08-04,41
-0.62068965517241381,2014-08-04,58
-0.62068965517241381,2014-08-04,75
-0.62068965517241381,2014-08-04,91
-0.62068965517241381,2014-08-04,107
-0.62068965517241381,2014-08-04,-122
12.0,2014-08-04,119
-0.62068965517241381,2014-08-04,9
-0.62068965517241381,2014-08-04,24
-0.62068965517241381,2014-08-04,39
-0.62068965517241381,2014-08-04,56
-0.62068965517241381,2014-08-04,73
-0.62068965517241381,2014-08-04,89
-0.62068965517241381,2014-08-04,106
-0.62068965517241381,2014-08-04,120
-0.62068965517241381,2014-08-04,12
-0.62068965517241381,2014-08-04,27
-0.62068965517241381,2014-08-04,43
-0.62068965517241381,2014-08-04,59
-0.62068965517241381,2014-08-04,76
-0.62068965517241381,2014-08-04,92
-0.62068965517241381,2014-08-04,108
-0.62068965517241381,2014-08-04,15
-0.62068965517241381,2014-08-04,30
-0.62068965517241381,2014-08-04,46
-0.62068965517241381,2014-08-04,64
-0.62068965517241381,2014-08-04,79
-0.62068965517241381,2014-08-04,95
-0.62068965517241381,2014-08-04,111
9.0,2014-08-04,19
-0.62068965517241381,2014-08-04,1
-0.62068965517241381,2014-08-04,16
-0.62068965517241381,2014-08-04,31
-0.62068965517241381,2014-08-04,47
-0.62068965517241381,2014-08-04,65
-0.62068965517241381,2014-08-04,81
-0.62068965517241381,2014-08-04,96
-0.62068965517241381,2014-08-04,112
6.0,2014-08-04,13
-0.62068965517241381,2014-08-04,14
-0.62068965517241381,2014-08-04,29
-0.62068965517241381,2014-08-04,45
-0.62068965517241381,2014-08-04,63
-0.62068965517241381,2014-08-04,78
-0.62068965517241381,2014-08-04,94
-0.62068965517241381,2014-08-04,110
-0.62068965517241381,2014-08-04,-6
-0.62068965517241381,2014-08-04,21
-0.62068965517241381,2014-08-04,36
-0.62068965517241381,2014-08-04,53
-0.62068965517241381,2014-08-04,70
-0.62068965517241381,2014-08-04,86
-0.62068965517241381,2014-08-04,103
-0.62068965517241381,2014-08-04,117
-0.62068965517241381,2014-08-04,8
-0.62068965517241381,2014-08-04,23
-0.62068965517241381,2014-08-04,38
-0.62068965517241381,2014-08-04,55
-0.62068965517241381,2014-08-04,72
-0.62068965517241381,2014-08-04,88
-0.62068965517241381,2014-08-04,105
-0.62068965517241381,2014-08-04,119
19.919999999999998,2014-08-04,108
-0.62068965517241381,2014-08-04,5
-0.62068965517241381,2014-08-04,20
-0.62068965517241381,2014-08-04,35
-0.62068965517241381,2014-08-04,52
-0.62068965517241381,2014-08-04,69
-0.62068965517241381,2014-08-04,85
-0.62068965517241381,2014-08-04,102
-0.62068965517241381,2014-08-04,116
-0.62068965517241381,2014-08-04,2
-0.62068965517241381,2014-08-04,17
-0.62068965517241381,2014-08-04,32
-0.62068965517241381,2014-08-04,48
-0.62068965517241381,2014-08-04,66
-0.62068965517241381,2014-08-04,82
-0.62068965517241381,2014-08-04,97
-0.62068965517241381,2014-08-04,113
4.0800000000000001,2014-08-04,109
-0.62068965517241381,2014-08-04,7
-0.62068965517241381,2014-08-04,22
-0.62068965517241381,2014-08-04,37
-0.62068965517241381,2014-08-04,54
-0.62068965517241381,2014-08-04,71
-0.62068965517241381,2014-08-04,87
-0.62068965517241381,2014-08-04,104
-0.62068965517241381,2014-08-04,118
-0.62068965517241381,2014-08-04,10
-0.62068965517241381,2014-08-04,25
-0.62068965517241381,2014-08-04,40
-0.62068965517241381,2014-08-04,57
-0.62068965517241381,2014-08-04,74
-0.62068965517241381,2014-08-04,90
-0.62068965517241381,2014-08-04,106
-0.62068965517241381,2014-08-04,121
0.0,2014-08-04,0
-0.62068965517241381,2014-08-04,13
-0.62068965517241381,2014-08-04,28
-0.62068965517241381,2014-08-04,44
-0.62068965517241381,2014-08-04,60
-0.62068965517241381,2014-08-04,77
-0.62068965517241381,2014-08-04,-93
-0.62068965517241381,2014-08-04,109
9.0,2014-08-04,85
-0.62068965517241381,2014-08-04,3
-0.62068965517241381,2014-08-04,18
-0.62068965517241381,2014-08-04,33
-0.62068965517241381,2014-08-04,50
-0.62068965517241381,2014-08-04,67
-0.62068965517241381,2014-08-04,83
-0.62068965517241381,2014-08-04,99
-0.62068965517241381,2014-08-04,114
-1.0,2014-09-10,28
-1.0,2014-09-10,28
1.0,2014-09-10,5
1.0,2014-09-10,19
6.5,2014-09-10,65
4.5,2014-09-10,17
1.0,2014-09-10,47
-1.0,2014-09-10,28
-6.5,2014-09-10,64
-4.5,2014-09-10,65
-1.0,2014-10-07,66
1.0,2014-10-07,104
-1.0,2014-10-07,66
1.0,2014-10-07,104
0.80000000000000004,2014-10-10,109
-0.08943089430894309,2014-10-10,28
-0.08943089430894309,2014-10-10,112
2.0,2014-10-10,25
-0.08943089430894309,2014-10-10,31
-0.08943089430894309,2014-10-10,52
-0.08943089430894309,2014-10-10,114
-0.08943089430894309,2014-10-10,9
-0.08943089430894309,2014-10-10,15
-0.08943089430894309,2014-10-10,75
-0.08943089430894309,2014-10-10,95
-0.08943089430894309,2014-10-10,115
-0.08943089430894309,2014-10-10,11
-0.08943089430894309,2014-10-10,111
-0.08943089430894309,2014-10-10,124
1.0,2014-10-10,19
-0.08943089430894309,2014-10-10,-6
-0.08943089430894309,2014-10-10,67
-0.08943089430894309,2014-10-10,87
-0.08943089430894309,2014-10-10,-122
-0.08943089430894309,2014-10-10,2
-0.08943089430894309,2014-10-10,19
-0.08943089430894309,2014-10-10,39
-0.08943089430894309,2014-10-10,60
-0.08943089430894309,2014-10-10,78
-0.08943089430894309,2014-10-10,99
-0.08943089430894309,2014-10-10,109
-0.08943089430894309,2014-10-10,7
-0.08943089430894309,2014-10-10,12
-0.08943089430894309,2014-10-10,48
-0.08943089430894309,2014-10-10,71
-0.08943089430894309,2014-10-10,91
-0.08943089430894309,2014-10-10,105
-0.08943089430894309,2014-10-10,127
-0.08943089430894309,2014-10-10,18
-0.08943089430894309,2014-10-10,38
-0.08943089430894309,2014-10-10,77
-0.08943089430894309,2014-10-10,117
1.0,2014-10-10,13
-0.08943089430894309,2014-10-10,20
-0.08943089430894309,2014-10-10,40
-0.08943089430894309,2014-10-10,79
-0.08943089430894309,2014-10-10,100
-0.08943089430894309,2014-10-10,118
-0.08943089430894309,2014-10-10,26
-0.08943089430894309,2014-10-10,44
-0.08943089430894309,2014-10-10,68
-0.08943089430894309,2014-10-10,88
-0.08943089430894309,2014-10-10,123
-0.08943089430894309,2014-10-10,10
-0.08943089430894309,2014-10-10,24
-0.08943089430894309,2014-10-10,65
-0.08943089430894309,2014-10-10,85
-0.08943089430894309,2014-10-10,121
-0.08943089430894309,2014-10-10,30
-0.08943089430894309,2014-10-10,51
-0.08943089430894309,2014-10-10,73
-0.08943089430894309,2014-10-10,113
-0.08943089430894309,2014-10-10,128
0.0,2014-10-10,0
-0.08943089430894309,2014-10-10,33
-0.08943089430894309,2014-10-10,54
-0.08943089430894309,2014-10-10,74
-0.08943089430894309,2014-10-10,94
3.2000000000000002,2014-10-10,108
-0.08943089430894309,2014-10-10,46
-0.08943089430894309,2014-10-10,70
-0.08943089430894309,2014-10-10,90
-0.08943089430894309,2014-10-10,125
-0.08943089430894309,2014-10-10,92
-0.08943089430894309,2014-10-10,106
-0.08943089430894309,2014-10-10,128
-0.08943089430894309,2014-10-10,5
-0.08943089430894309,2014-10-10,25
-0.08943089430894309,2014-10-10,66
-0.08943089430894309,2014-10-10,86
-0.08943089430894309,2014-10-10,21
-0.08943089430894309,2014-10-10,41
-0.08943089430894309,2014-10-10,81
-0.08943089430894309,2014-10-10,102
-0.08943089430894309,2014-10-10,47
-0.08943089430894309,2014-10-10,126
-0.08943089430894309,2014-10-10,14
-0.08943089430894309,2014-10-10,32
-0.08943089430894309,2014-10-10,53
-0.08943089430894309,2014-10-10,-93
-0.08943089430894309,2014-10-10,82
-0.08943089430894309,2014-10-10,103
-0.08943089430894309,2014-10-10,4
-0.08943089430894309,2014-10-10,23
-0.08943089430894309,2014-10-10,64
-0.08943089430894309,2014-10-10,84
-0.08943089430894309,2014-10-10,120
-0.08943089430894309,2014-10-10,36
-0.08943089430894309,2014-10-10,116
-0.08943089430894309,2014-10-10,1
-0.08943089430894309,2014-10-10,58
-0.08943089430894309,2014-10-10,108
-0.08943089430894309,2014-10-10,35
-0.08943089430894309,2014-10-10,57
-0.08943089430894309,2014-10-10,96
-0.08943089430894309,2014-10-10,107
2.0,2014-10-10,119
-0.08943089430894309,2014-10-10,13
-0.08943089430894309,2014-10-10,29
-0.08943089430894309,2014-10-10,50
-0.08943089430894309,2014-10-10,72
-0.08943089430894309,2014-10-10,16
-0.08943089430894309,2014-10-10,56
-0.08943089430894309,2014-10-10,8
-0.08943089430894309,2014-10-10,34
-0.08943089430894309,2014-10-10,55
-0.08943089430894309,2014-10-10,106
-0.08943089430894309,2014-10-10,27
-0.08943089430894309,2014-10-10,45
-0.08943089430894309,2014-10-10,69
-0.08943089430894309,2014-10-10,89
-0.08943089430894309,2014-10-10,17
-0.08943089430894309,2014-10-10,37
-0.08943089430894309,2014-10-10,59
-0.08943089430894309,2014-10-10,76
-0.08943089430894309,2014-10-10,97
1.0,2014-10-10,85
-0.08943089430894309,2014-10-10,3
-0.08943089430894309,2014-10-10,22
-0.08943089430894309,2014-10-10,43
-0.08943089430894309,2014-10-10,63
-0.08943089430894309,2014-10-10,83
-0.08943089430894309,2014-10-10,104
-0.08943089430894309,2014-10-10,110
-0.08943089430894309,2014-10-10,119
7.0,2014-10-13,19
-7.0,2014-10-13,66
2.0,2014-10-20,47
2.0,2014-10-20,47
-2.0,2014-10-20,23
-2.0,2014-10-20,11
-5.0,2014-10-20,23
5.0,2014-10-20,47
2.0,2014-10-20,18
-2.0,2014-10-20,22
1.0,2014-10-22,17
-5.0,2014-10-22,13
-1.0,2014-10-22,85
0.5,2014-10-22,17
5.0,2014-10-22,17
-0.5,2014-10-22,19
3.0,2014-10-27,47
3.0,2014-10-27,47
-3.0,2014-10-27,17
-3.0,2014-10-27,17
-1.0,2014-11-03,43
-4.5,2014-11-03,17
1.0,2014-11-03,78
4.5,2014-11-03,65
1.0,2014-11-06,126
3.0,2014-11-06,17
-3.0,2014-11-06,47
0.5,2014-11-06,126
-0.5,2014-11-06,108
-1.0,2014-11-06,111
-0.0703125,2014-11-07,11
-0.0703125,2014-11-07,39
-0.0703125,2014-11-07,72
-0.0703125,2014-11-07,112
-0.0703125,2014-11-07,15
-0.0703125,2014-11-07,44
-0.0703125,2014-11-07,76
-0.0703125,2014-11-07,116
-0.0703125,2014-11-07,5
-0.0703125,2014-11-07,33
-0.0703125,2014-11-07,66
-0.0703125,2014-11-07,7
-0.0703125,2014-11-07,35
-0.0703125,2014-11-07,68
-0.0703125,2014-11-07,96
-0.0703125,2014-11-07,109
-0.0703125,2014-11-07,8
-0.0703125,2014-11-07,36
-0.0703125,2014-11-07,69
-0.0703125,2014-11-07,97
-0.0703125,2014-11-07,110
-0.0703125,2014-11-07,30
-0.0703125,2014-11-07,63
-0.0703125,2014-11-07,92
2.0,2014-11-07,108
-0.0703125,2014-11-07,20
-0.0703125,2014-11-07,48
-0.0703125,2014-11-07,81
-0.0703125,2014-11-07,104
-0.0703125,2014-11-07,121
-0.0703125,2014-11-07,2
-0.0703125,2014-11-07,28
-0.0703125,2014-11-07,59
-0.0703125,2014-11-07,90
-0.0703125,2014-11-07,130
-0.0703125,2014-11-07,10
-0.0703125,2014-11-07,38
-0.0703125,2014-11-07,71
-0.0703125,2014-11-07,99
-0.0703125,2014-11-07,111
1.5,2014-11-07,19
-0.0703125,2014-11-07,16
-0.0703125,2014-11-07,45
-0.0703125,2014-11-07,117
0.0,2014-11-07,0
-0.0703125,2014-11-07,26
-0.0703125,2014-11-07,55
-0.0703125,2014-11-07,87
-0.0703125,2014-11-07,106
-0.0703125,2014-11-07,127
-0.0703125,2014-11-07,4
-0.0703125,2014-11-07,31
-0.0703125,2014-11-07,64
-0.0703125,2014-11-07,93
-0.0703125,2014-11-07,-141
-0.0703125,2014-11-07,13
-0.0703125,2014-11-07,41
-0.0703125,2014-11-07,74
-0.0703125,2014-11-07,114
-0.0703125,2014-11-07,17
-0.0703125,2014-11-07,46
-0.0703125,2014-11-07,77
-0.0703125,2014-11-07,103
-0.0703125,2014-11-07,118
-0.0703125,2014-11-07,23
-0.0703125,2014-11-07,52
-0.0703125,2014-11-07,84
-0.0703125,2014-11-07,105
-0.0703125,2014-11-07,124
-0.0703125,2014-11-07,32
-0.0703125,2014-11-07,65
-0.0703125,2014-11-07,94
-0.0703125,2014-11-07,108
1.0,2014-11-07,119
-0.0703125,2014-11-07,14
-0.0703125,2014-11-07,43
-0.0703125,2014-11-07,75
-0.0703125,2014-11-07,102
-0.0703125,2014-11-07,115
2.0,2014-11-07,109
-0.0703125,2014-11-07,22
-0.0703125,2014-11-07,51
-0.0703125,2014-11-07,83
-0.0703125,2014-11-07,123
-0.0703125,2014-11-07,3
-0.0703125,2014-11-07,29
-0.0703125,2014-11-07,60
-0.0703125,2014-11-07,91
-0.0703125,2014-11-07,107
-0.0703125,2014-11-07,140
-0.0703125,2014-11-07,-6
-0.0703125,2014-11-07,34
-0.0703125,2014-11-07,67
-0.0703125,2014-11-07,95
-0.0703125,2014-11-07,21
-0.0703125,2014-11-07,50
-0.0703125,2014-11-07,82
-0.0703125,2014-11-07,122
-0.0703125,2014-11-07,57
-0.0703125,2014-11-07,89
-0.0703125,2014-11-07,128
1.0,2014-11-07,85
-0.0703125,2014-11-07,12
-0.0703125,2014-11-07,40
-0.0703125,2014-11-07,73
-0.0703125,2014-11-07,100
-0.0703125,2014-11-07,113
1.5,2014-11-07,66
-0.0703125,2014-11-07,18
-0.0703125,2014-11-07,47
-0.0703125,2014-11-07,78
-0.0703125,2014-11-07,119
-0.0703125,2014-11-07,9
-0.0703125,2014-11-07,37
-0.0703125,2014-11-07,70
-0.0703125,2014-11-07,98
-0.0703125,2014-11-07,25
-0.0703125,2014-11-07,54
-0.0703125,2014-11-07,86
-0.0703125,2014-11-07,126
-0.0703125,2014-11-07,27
-0.0703125,2014-11-07,56
-0.0703125,2014-11-07,88
-0.0703125,2014-11-07,128
0.0,2014-11-07,0
-0.0703125,2014-11-07,24
-0.0703125,2014-11-07,53
-0.0703125,2014-11-07,85
-0.0703125,2014-11-07,125
-0.0703125,2014-11-07,1
-0.0703125,2014-11-07,58
-0.0703125,2014-11-07,106
-0.0703125,2014-11-07,129
-0.0703125,2014-11-07,19
-0.0703125,2014-11-07,79
-0.0703125,2014-11-07,120
-3.0,2014-11-17,129
3.0,2014-11-17,113
-1.5,2014-11-22,104
1.5,2014-11-22,18
-2.0,2014-11-26,11
2.0,2014-11-26,10
-0.069767441860465115,2014-11-29,2
-0.069767441860465115,2014-11-29,24
-0.069767441860465115,2014-11-29,69
-0.069767441860465115,2014-11-29,126
-0.069767441860465115,2014-11-29,10
-0.069767441860465115,2014-11-29,29
-0.069767441860465115,2014-11-29,51
-0.069767441860465115,2014-11-29,78
-0.069767441860465115,2014-11-29,107
-0.069767441860465115,2014-11-29,143
-0.069767441860465115,2014-11-29,8
-0.069767441860465115,2014-11-29,27
-0.069767441860465115,2014-11-29,48
-0.069767441860465115,2014-11-29,76
-0.069767441860465115,2014-11-29,106
-0.069767441860465115,2014-11-29,140
-0.069767441860465115,2014-11-29,9
-0.069767441860465115,2014-11-29,28
-0.069767441860465115,2014-11-29,50
-0.069767441860465115,2014-11-29,77
-0.069767441860465115,2014-11-29,106
-0.069767441860465115,2014-11-29,142
-0.069767441860465115,2014-11-29,18
-0.069767441860465115,2014-11-29,59
-0.069767441860465115,2014-11-29,91
-0.069767441860465115,2014-11-29,23
-0.069767441860465115,2014-11-29,40
-0.069767441860465115,2014-11-29,67
-0.069767441860465115,2014-11-29,96
-0.069767441860465115,2014-11-29,123
2.0,2014-11-29,66
-0.069767441860465115,2014-11-29,12
-0.069767441860465115,2014-11-29,30
-0.069767441860465115,2014-11-29,54
-0.069767441860465115,2014-11-29,82
-0.069767441860465115,2014-11-29,110
0.0,2014-11-29,0
-0.069767441860465115,2014-11-29,19
-0.069767441860465115,2014-11-29,35
-0.069767441860465115,2014-11-29,60
-0.069767441860465115,2014-11-29,92
-0.069767441860465115,2014-11-29,119
-0.069767441860465115,2014-11-29,26
-0.069767441860465115,2014-11-29,72
-0.069767441860465115,2014-11-29,102
-0.069767441860465115,2014-11-29,128
-0.069767441860465115,2014-11-29,56
-0.069767441860465115,2014-11-29,85
-0.069767441860465115,2014-11-29,113
-0.069767441860465115,2014-11-29,58
-0.069767441860465115,2014-11-29,89
-0.069767441860465115,2014-11-29,117
-0.069767441860465115,2014-11-29,7
-0.069767441860465115,2014-11-29,75
-0.069767441860465115,2014-11-29,105
-0.069767441860465115,2014-11-29,131
-0.069767441860465115,2014-11-29,4
-0.069767441860465115,2014-11-29,45
-0.069767441860465115,2014-11-29,71
-0.069767441860465115,2014-11-29,100
-0.069767441860465115,2014-11-29,128
-0.069767441860465115,2014-11-29,16
-0.069767441860465115,2014-11-29,33
-0.069767441860465115,2014-11-29,88
-0.069767441860465115,2014-11-29,116
-0.069767441860465115,2014-11-29,41
-0.069767441860465115,2014-11-29,68
-0.069767441860465115,2014-11-29,97
-0.069767441860465115,2014-11-29,124
-0.069767441860465115,2014-11-29,1
-0.069767441860465115,2014-11-29,43
-0.069767441860465115,2014-11-29,98
-0.069767441860465115,2014-11-29,125
-0.069767441860465115,2014-11-29,20
-0.069767441860465115,2014-11-29,36
-0.069767441860465115,2014-11-29,63
-0.069767441860465115,2014-11-29,93
-0.069767441860465115,2014-11-29,120
-0.069767441860465115,2014-11-29,31
-0.069767441860465115,2014-11-29,55
-0.069767441860465115,2014-11-29,83
-0.069767441860465115,2014-11-29,111
-0.069767441860465115,2014-11-29,39
-0.069767441860465115,2014-11-29,66
-0.069767441860465115,2014-11-29,95
2.0,2014-11-29,108
-0.069767441860465115,2014-11-29,13
-0.069767441860465115,2014-11-29,84
-0.069767441860465115,2014-11-29,112
0.0,2014-11-29,0
-0.069767441860465115,2014-11-29,21
-0.069767441860465115,2014-11-29,37
-0.069767441860465115,2014-11-29,64
-0.069767441860465115,2014-11-29,94
-0.069767441860465115,2014-11-29,121
-0.069767441860465115,2014-11-29,15
-0.069767441860465115,2014-11-29,87
-0.069767441860465115,2014-11-29,115
2.0,2014-11-29,19
-0.069767441860465115,2014-11-29,11
-0.069767441860465115,2014-11-29,52
-0.069767441860465115,2014-11-29,79
-0.069767441860465115,2014-11-29,108
2.0,2014-11-29,109
-0.069767441860465115,2014-11-29,14
-0.069767441860465115,2014-11-29,32
-0.069767441860465115,2014-11-29,57
-0.069767441860465115,2014-11-29,86
-0.069767441860465115,2014-11-29,114
0.0,2014-11-29,0
-0.069767441860465115,2014-11-29,17
-0.069767441860465115,2014-11-29,34
-0.069767441860465115,2014-11-29,90
-0.069767441860465115,2014-11-29,118
-0.069767441860465115,2014-11-29,5
-0.069767441860465115,2014-11-29,46
-0.069767441860465115,2014-11-29,73
-0.069767441860465115,2014-11-29,103
-0.069767441860465115,2014-11-29,129
-0.069767441860465115,2014-11-29,22
-0.069767441860465115,2014-11-29,38
-0.069767441860465115,2014-11-29,65
-0.069767441860465115,2014-11-29,122
-0.069767441860465115,2014-11-29,53
-0.069767441860465115,2014-11-29,81
-0.069767441860465115,2014-11-29,109
1.0,2014-11-29,119
-0.069767441860465115,2014-11-29,47
-0.069767441860465115,2014-11-29,74
-0.069767441860465115,2014-11-29,104
-0.069767441860465115,2014-11-29,130
-0.069767441860465115,2014-11-29,3
-0.069767441860465115,2014-11-29,25
-0.069767441860465115,2014-11-29,44
-0.069767441860465115,2014-11-29,70
-0.069767441860465115,2014-11-29,99
-0.069767441860465115,2014-11-29,127
4.0,2014-12-01,96
-4.0,2014-12-01,116
1.0,2014-12-22,69
-1.0,2014-12-22,19
2.0,2014-12-22,82
1.0,2014-12-22,82
-1.0,2014-12-22,110
-2.0,2014-12-22,47
